code,codeseq,desc,gen_desc,acc_code
"8674","11"," Suture forehead with local flap"," Attachment of pedicle or flap graft to other sites"," ",
"8674","12"," VY advancement flap"," Attachment of pedicle or flap graft to other sites"," ",
"8675","01"," Defatting flap"," Revision of pedicle or flap graft"," ",
"8675","02"," Local flap"," Revision of pedicle or flap graft"," ",
"8675","03"," Revised forearm flap"," Revision of pedicle or flap graft"," ",
"8675","04"," Revision local flap with Z-plasty"," Revision of pedicle or flap graft"," ",
"8675","05"," Transposition flap coverage"," Revision of pedicle or flap graft"," ",
"868","00",""," Other repair and reconstruction of skin and subcutaneous tissue","*",
"8681","01"," LT Perioral sling to RT zygomatic muscle"," Repair for facial weakness"," ",
"8682","01"," Composite rhytidectomy"," Facial rhytidectomy"," ",
"8682","02"," Face lift"," Facial rhytidectomy"," ",
"8682","03"," Face lift (Meloplasty)"," Facial rhytidectomy"," ",
"8682","04"," Rhytidectomy face"," Facial rhytidectomy"," ",
"8682","05"," Rhytidectomy facial"," Facial rhytidectomy"," ",
"8683","01"," Abdomen liposuction"," Size reduction plastic operation"," ",
"8683","02"," Abdominal lipectomy"," Size reduction plastic operation"," ",
"8683","03"," Abdominoplasty"," Size reduction plastic operation"," ",
"8683","04"," Augmentation"," Size reduction plastic operation"," ",
"8683","05"," Liposuction"," Size reduction plastic operation"," ",
"8683","06"," Liposuction at Lt ankle"," Size reduction plastic operation"," ",
"8683","07"," Liposuction flap"," Size reduction plastic operation"," ",
"8683","08"," Liposuction neck"," Size reduction plastic operation"," ",
"8683","09"," Reduction pendulous abdomen"," Size reduction plastic operation"," ",
"8683","10"," Dermatolipectomy"," Size reduction plastic operation"," ",
"8683","11"," Liposuction lt cheek"," Size reduction plastic operation"," ",
"8684","01"," Alar lift and revision scar"," Relaxation of scar or web contracture of skin"," ",
"8684","02"," Contouring scar hand"," Relaxation of scar or web contracture of skin"," ",
"8684","03"," Contracture release"," Relaxation of scar or web contracture of skin"," ",
"8684","04"," Release and reconstruct with scapula flap"," Relaxation of scar or web contracture of skin"," ",
"8684","05"," Release contracture skin"," Relaxation of scar or web contracture of skin"," ",
"8684","06"," Release scar"," Relaxation of scar or web contracture of skin"," ",
"8684","07"," Release scar Lt hand"," Relaxation of scar or web contracture of skin"," ",
"8684","08"," Release scar contraction lt axilla lt elbow"," Relaxation of scar or web contracture of skin"," ",
"8684","09"," Release scar contracture"," Relaxation of scar or web contracture of skin"," ",
"8684","10"," Release scar contracture both groin"," Relaxation of scar or web contracture of skin"," ",
"8684","11"," Release scar hand and axilla"," Relaxation of scar or web contracture of skin"," ",
"8684","12"," Release skin contracture"," Relaxation of scar or web contracture of skin"," ",
"8684","13"," Revision of scar"," Relaxation of scar or web contracture of skin"," ",
"8684","14"," Revision scar"," Relaxation of scar or web contracture of skin"," ",
"8684","15"," Revision scar (Z-plasty)"," Relaxation of scar or web contracture of skin"," ",
"8684","16"," Revision scar C Z-plasty"," Relaxation of scar or web contracture of skin"," ",
"8684","17"," Revision scar chin"," Relaxation of scar or web contracture of skin"," ",
"8684","18"," Revision scar rt skin"," Relaxation of scar or web contracture of skin"," ",
"8684","19"," Revision scar skin"," Relaxation of scar or web contracture of skin"," ",
"8684","20"," Revision scar upper lip"," Relaxation of scar or web contracture of skin"," ",
"8684","21"," Scar release"," Relaxation of scar or web contracture of skin"," ",
"8684","22"," Scar resection"," Relaxation of scar or web contracture of skin"," ",
"8684","23"," Scar revision"," Relaxation of scar or web contracture of skin"," ",
"8684","24"," Scar revision (Z-plasty)"," Relaxation of scar or web contracture of skin"," ",
"8684","25"," Scar revision Rt axillar"," Relaxation of scar or web contracture of skin"," ",
"8684","26"," Scar revision at frontal"," Relaxation of scar or web contracture of skin"," ",
"8684","27"," Scar revision skin face"," Relaxation of scar or web contracture of skin"," ",
"8684","28"," Scar revision with Z-plasty"," Relaxation of scar or web contracture of skin"," ",
"8684","29"," Scar revision with multiple Z-plasty"," Relaxation of scar or web contracture of skin"," ",
"8684","30"," Z plasty"," Relaxation of scar or web contracture of skin"," ",
"8684","31"," Z-plasty"," Relaxation of scar or web contracture of skin"," ",
"8684","32"," Z-plasty LT 1st with 4th finger"," Relaxation of scar or web contracture of skin"," ",
"8684","33"," Keeping web space 3-4,4-5"," Relaxation of scar or web contracture of skin"," ",
"8684","34"," Revision scar c Z-plasty web space"," Relaxation of scar or web contracture of skin"," ",
"8684","35"," Release cross finger flap"," Relaxation of scar or web contracture of skin"," ",
"8684","36"," Release contracture scar RLF"," Relaxation of scar or web contracture of skin"," ",
"8685","01"," Correction syndactyly"," Correction of syndactyly"," ",
"8685","02"," Excision polydactyly feet"," Correction of syndactyly"," ",
"8685","03"," Finger separation"," Correction of syndactyly"," ",
"8685","04"," Finger seperation"," Correction of syndactyly"," ",
"8685","05"," Finger seperaton"," Correction of syndactyly"," ",
"8685","06"," Separation 2nd web space rt hand"," Correction of syndactyly"," ",
"8685","07"," Separation 3rd web space"," Correction of syndactyly"," ",
"8685","08"," Separation syndactyly"," Correction of syndactyly"," ",
"8685","09"," Seperation lt hand"," Correction of syndactyly"," ",
"8685","10"," Web space separation"," Correction of syndactyly"," ",
"8686","00",""," Onychoplasty"," ",
"8689","01"," Augmentation foot"," Other repair and reconstruction of skin and subcutaneous tissue"," ",
"8689","02"," Neck lift"," Other repair and reconstruction of skin and subcutaneous tissue"," ",
"8689","03"," Reconstruction rt calf"," Other repair and reconstruction of skin and subcutaneous tissue"," ",
"8689","04"," Reconstruction skin"," Other repair and reconstruction of skin and subcutaneous tissue"," ",
"8689","05"," Reconstruction web space"," Other repair and reconstruction of skin and subcutaneous tissue"," ",
"8689","06"," Repair nail"," Other repair and reconstruction of skin and subcutaneous tissue"," ",
"8689","07"," Repair nail bed"," Other repair and reconstruction of skin and subcutaneous tissue"," ",
"8689","08"," Debulging flap"," Other repair and reconstruction of skin and subcutaneous tissue"," ",
"8689","09"," FTSG from rt groin"," Other repair and reconstruction of skin and subcutaneous tissue"," ",
"869","00",""," Other operations on skin and subcutaneous tissue","*",
"8691","01"," Removal TE"," Excision of skin for graft"," ",
"8691","02"," Remove TE"," Excision of skin for graft"," ",
"8691","03"," Remove radial forearm flap"," Excision of skin for graft"," ",
"8691","04"," TE remove"," Excision of skin for graft"," ",
"8692","00",""," Electrolysis and other epilation of skin"," ",
"8693","00",""," Insertion of tissue expander"," ",
"8694","00",""," Insertion or replacement of single array neurostimulator pulse generator, not specified as rechargeable"," ",
"8695","00",""," Insertion or replacement of dual array neurostimulator pulse generator, not specified as rechargeable"," ",
"8696","00",""," Insertion or replacement of other neurostimulator pulse generator"," ",
"8697","00","","Insertion or replacement of single array rechargeable neurostimulator pulse generator"," ",
"8698","00","","Insertion or replacement of dual array rechargeable neurostimulator pulse generator"," ",
"8699","00",""," SKIN & SUBQ OP NEC"," ",
"870","00",""," Soft tissue x-ray of face, head, and neck","*",
"8701","00",""," Pneumoencephalogram"," ",
"8702","00",""," Other contrast radiogram of brain and skull"," ",
"8703","01"," C-T brain"," Computerized axial tomography of head"," ",
"8703","02"," C.T. brain"," Computerized axial tomography of head"," ",
"8703","03"," CT Brain"," Computerized axial tomography of head"," ",
"8703","04"," CT Scan brain"," Computerized axial tomography of head"," ",
"8703","05"," CT basal"," Computerized axial tomography of head"," ",
"8703","06"," CT brain"," Computerized axial tomography of head"," ",
"8703","07"," CT brain,orbit"," Computerized axial tomography of head"," ",
"8703","08"," CT orbit"," Computerized axial tomography of head"," ",
"8703","09"," CT pituitary"," Computerized axial tomography of head"," ",
"8703","10"," CT scan brain"," Computerized axial tomography of head"," ",
"8703","11"," CT scan head"," Computerized axial tomography of head"," ",
"8703","12"," CT- Brain"," Computerized axial tomography of head"," ",
"8703","13"," CT-brain"," Computerized axial tomography of head"," ",
"8703","14"," CT. brain"," Computerized axial tomography of head"," ",
"8703","15"," CT head"," Computerized axial tomography of head"," ",
"8703","16"," Scan of brain"," Computerized axial tomography of head"," ",
"8703","17"," Scan brain"," Computerized axial tomography of head"," ",
"8703","18"," Scan at brain"," Computerized axial tomography of head"," ",
"8704","00",""," Other tomography of head"," ",
"8705","01"," Dacryocystography"," Contrast dacryocystogram"," ",
"8705","02"," DCG Lt"," Contrast dacryocystogram"," ",
"8706","00",""," Contrast radiogram of nasopharynx"," ",
"8707","00",""," Contrast laryngogram"," ",
"8708","00",""," Cervical lymphangiogram"," ",
"8709","00",""," Other soft tissue x-ray of face, head, and neck"," ",
"871","00",""," Other x-ray of face, head, and neck","*",
"8711","00",""," Full-mouth x-ray of teeth"," ",
"8712","00",""," Other dental x-ray"," ",
"8713","00",""," Temporomandibular contrast arthrogram"," ",
"8714","00",""," Contrast radiogram of orbit"," ",
"8715","00",""," Contrast radiogram of sinus"," ",
"8716","00",""," Other x-ray of facial bones"," ",
"8717","00",""," Other x-ray of skull"," ",
"872","00",""," X-ray of spine","*",
"8721","01"," C-myelogram"," Contrast myelogram"," ",
"8721","02"," Cervical myelogram"," Contrast myelogram"," ",
"8721","03"," Fail myelogram"," Contrast myelogram"," ",
"8721","04"," L - Myelogram"," Contrast myelogram"," ",
"8721","05"," L Myelogram"," Contrast myelogram"," ",
"8721","06"," L-5 myelogram"," Contrast myelogram"," ",
"8721","07"," L-Myelogram"," Contrast myelogram"," ",
"8721","08"," L-S Myelogram"," Contrast myelogram"," ",
"8721","09"," L-S myelogram"," Contrast myelogram"," ",
"8721","10"," L-myclogram"," Contrast myelogram"," ",
"8721","11"," L-myelogram"," Contrast myelogram"," ",
"8721","12"," L. myelography"," Contrast myelogram"," ",
"8721","13"," Lumbar Myelogram"," Contrast myelogram"," ",
"8721","14"," Lumbar myelogram"," Contrast myelogram"," ",
"8721","15"," Myelogram"," Contrast myelogram"," ",
"8721","16"," Myelography"," Contrast myelogram"," ",
"8721","17"," Thoracic myelogram"," Contrast myelogram"," ",
"8722","00",""," Othre x-ray of cervical spine"," ",
"8723","00",""," Other x-ray of thoracic spine"," ",
"8724","00",""," Other x-ray of lumbosacral spine"," ",
"8729","00",""," Other x-ray of spine"," ",
"873","00",""," Soft tissue x-ray of thorax","*",
"8731","00",""," Endotracheal bronchogram"," ",
"8732","00",""," Other contrast bronchogram"," ",
"8733","00",""," Mediastinal pneumogram"," ",
"8734","00",""," Intrathoracic lymphangiogram"," ",
"8735","00",""," Contrast radiogram of mammary ducts"," ",
