"Payer","ชื่อหน่วยงาน","สิทธิ","ประเภท","จังหวัด","ชื่อย่อ"
"27967","โรงพยาบาลสว่างวีระวงศ์",,,"อุบลราชธานี","รพ.รัฐบาล"
"52466","การไฟฟ้าส่วนภูมิภาคจังหวัดสุรินทร์","AR",004,"สุรินทร์","กฟภ."
"40757","โรงพยาบาลกรุงเทพศรีระยอง",,001,"ระยอง","รพ.เอกชน"
"52468","การไฟฟ้าส่วนภูมิภาคสาขาอำเภออุทัย","AR",004,"พระนครศรีอยุธยา","กฟภ."
"52469","การศึกษาการใช้การบริหารยืดเอ็นฝ่าเท้าฯที่มีอาการน้อยกว่า 6 เดือน","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"40750","โรงพยาบาลวิภาราม อมตะนคร",,001,"ชลบุรี","รพ.เอกชน"
"24969","ศิริกัญญาคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก"
"27980","โรงพยาบาลดงเจริญ",,,"พิจิตร","รพ.รัฐบาล"
"07708","โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยร่วม",,,"พิจิตร","รพ.รัฐบาล"
"52470","ส่วนบริการลูกค้าโทรศัพท์จังหวัดประจวบคีรีขันธ์","AR",004,"กรุงเทพมหานคร","บริษัท"
"52471","สถานธนานุบาลเทศบาลตำบลสำโรงเหนือ","AR",001,"สมุทรปราการ","สถานธนานุบาล"
"52472","การศึกษามุมที่ผิดปกติทางภาพถ่ายรังสีของกระดูกฯ","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"27989","โรงพยาบาลเชียงขวัญ",,,"ร้อยเอ็ด","รพ.รัฐบาล"
"52473","การประปาส่วนภูมิภาคสาขานครปฐม","AR",004,"นครปฐม","กปภ."
"52474","บริษัท เทเลคอม แอสเซท แมเนจเมนท์ จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52475","บริษัท ทรูมีเดีย โซลูชั่นส์ จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52476","บริษัท ทรูจีเอส จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52477","บริษัท ทรูไอคอนเท้นท์ จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52478","บริษัท ทรู วอยซ์ จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52479","บริษัท ทรูวิสต้าส์ จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52480","บริษัท ทรูโฟร์ยู สเตชั่น จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52481","บริษัท เอดีแอนด์เจ โปรดักชั่น จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52482","บริษัท ทรู มิวสิค เรดิโอ จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52483","บริษัท กรุงเทพอินเตอร์เทเลเทค จำกัด(มหาชน)","AR",003,"กรุงเทพมหานคร","ทรู"
"52484","บริษัท ทรู อินคิวบ์ จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52485","บริษัท ศูนย์บริการวิทยาการ อินเตอร์เนต จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52486","บริษัท เอ็มเคเอสซีเวิลด์ดอทคอม จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52487","บริษัท สมุทรปราการ มีเดีย คอร์ปอเรชั่น จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52488","บริษัท ส่องดาว จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52489","บริษัท  ทรู มูฟ เอช ยูนิเวอร์แซล คอมมิวนิเคชั่น จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52490","บริษัท  ทรู วิชั่น กรุ๊ป จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52491","บริษัท  เทเลคอม เค เอส ซี จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
"52492","บริษัท  เทเลเอ็นจิเนียริ่ง แอนด์ เซอร์วิสเซส จำกัด","AR",003,"กรุงเทพมหานคร","ทรู"
